parent_label,label,video_path,include_50
People,69. Grandfather,People/69. Grandfather/MVI_3937.MOV,False
Means_of_Transportation,9. Train,Means_of_Transportation/9. Train/MVI_8579.MP4,False
Adjectives,99. healthy,Adjectives/99. healthy/MVI_5173.MOV,False
Society,4. Money,Society/4. Money/MVI_8672.MP4,False
Greetings,48. Hello,Greetings/48. Hello/MVI_9957.MOV,False
Home,26. Bed,Home/26. Bed/MVI_4353.MOV,False
Days_and_Time,69. Wednesday,Days_and_Time/69. Wednesday/MVI_5018.MOV,False
Greetings,55. Thank you,Greetings/55. Thank you/MVI_9986.MOV,False
People,58. Son,People/58. Son/MVI_3902.MOV,False
Pronouns,44. it,Pronouns/44. it/MVI_9971.MOV,False
Adjectives,30. dirty,Adjectives/30. dirty/MVI_9684.MOV,False
Adjectives,79. short,Adjectives/79. short/MVI_9220.MOV,False
Colours,47. Red,Colours/47. Red/MVI_4899.MOV,False
Adjectives,92. old,Adjectives/92. old/MVI_9345.MOV,False
Means_of_Transportation,15. Boat,Means_of_Transportation/15. Boat/MVI_3251.MOV,False
Home,28. Window,Home/28. Window/MVI_4881.MOV,False
Greetings,48. Hello,Greetings/48. Hello/MVI_9955.MOV,False
Adjectives,34. alive,Adjectives/34. alive/MVI_9827.MOV,False
Days_and_Time,72. Saturday,Days_and_Time/72. Saturday/MVI_5030.MOV,False
Places,22. Restaurant,Places/22. Restaurant/MVI_3528.MOV,False
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9451.MOV,False
Society,22. Science,Society/22. Science/MVI_4864.MOV,False
Adjectives,91. new,Adjectives/91. new/MVI_5230.MOV,False
People,70. Grandmother,People/70. Grandmother/MVI_5108.MOV,False
Seasons,65. Season,Seasons/65. Season/MVI_9138.MP4,False
Home,43. Lock,Home/43. Lock/MVI_8831.MP4,False
People,74. Queen,People/74. Queen/MVI_3954.MOV,False
Society,21. Sign,Society/21. Sign/MVI_4334.MOV,False
Days_and_Time,71. Friday,Days_and_Time/71. Friday/MVI_9156.MP4,False
Adjectives,26. hard,Adjectives/26. hard/MVI_9794.MOV,False
Places,18. City,Places/18. City/MVI_3512.MOV,False
Adjectives,3. happy,Adjectives/3. happy/MVI_5184.MOV,False
People,59. Daughter,People/59. Daughter/MVI_4055.MOV,False
Places,35. Bank,Places/35. Bank/MVI_3662.MOV,False
Animals,4. Bird,Animals/4. Bird/MVI_8567.MP4,False
Animals,4. Bird,Animals/4. Bird/MVI_2988.MOV,False
Adjectives,18. curved,Adjectives/18. curved/MVI_9760.MOV,False
Jobs,93. Soldier,Jobs/93. Soldier/MVI_5352.MOV,False
Clothes,38. Dress,Clothes/38. Dress/MVI_5011.MOV,False
Adjectives,18. curved,Adjectives/18. curved/MVI_9762.MOV,False
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3255.MOV,False
People,66. Brother,People/66. Brother/MVI_5097.MOV,False
Pronouns,40. I,Pronouns/40. I/MVI_9959.MOV,False
People,65. Woman,People/65. Woman/MVI_3776.MOV,False
Places,26. University,Places/26. University/MVI_3622.MOV,False
Places,25. Office,Places/25. Office/MVI_3461.MOV,False
Electronics,52. Lamp,Electronics/52. Lamp/MVI_4963.MOV,False
Electronics,52. Lamp,Electronics/52. Lamp/MVI_4530.MOV,False
Clothes,38. Dress,Clothes/38. Dress/MVI_5157.MOV,False
Society,17. Sport,Society/17. Sport/MVI_8976.MP4,False
Adjectives,79. short,Adjectives/79. short/MVI_5269.MOV,False
Colours,48. Green,Colours/48. Green/MVI_8613.MP4,False
Greetings,49. How are you,Greetings/49. How are you/MVI_9921.MOV,False
Adjectives,78. long,Adjectives/78. long/MVI_9300.MOV,False
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_0100.MOV,False
Home,24. Table,Home/24. Table/MVI_4347.MOV,False
Animals,1. Dog,Animals/1. Dog/MVI_4146.MOV,False
Adjectives,91. new,Adjectives/91. new/MVI_5148.MOV,False
Adjectives,24. low,Adjectives/24. low/MVI_9660.MOV,False
Clothes,43. Pant,Clothes/43. Pant/MVI_5172.MOV,False
Home,46. Box,Home/46. Box/MVI_8844.MP4,False
Society,7. Team,Society/7. Team/MVI_8945.MP4,False
Adjectives,92. old,Adjectives/92. old/MVI_5232.MOV,False
People,76. Neighbour,People/76. Neighbour/MVI_5278.MOV,False
Adjectives,90. cool,Adjectives/90. cool/MVI_9258.MOV,False
Adjectives,93. young,Adjectives/93. young/MVI_9267.MOV,False
Clothes,46. Clothing,Clothes/46. Clothing/MVI_5036.MOV,False
Society,18. Exercise,Society/18. Exercise/MVI_8980.MP4,False
Jobs,94. Artist,Jobs/94. Artist/MVI_8898.MP4,False
Adjectives,19. male,Adjectives/19. male/MVI_9638.MOV,False
Seasons,63. Winter,Seasons/63. Winter/MVI_4996.MOV,False
Adjectives,95. bad,Adjectives/95. bad/MVI_9513.MOV,False
Places,33. India,Places/33. India/MVI_3576.MOV,False
Places,19. House,Places/33. India/MVI_3576.MOV,False
Adjectives,1. loud,Adjectives/1. loud/MVI_5179.MOV,False
Greetings,51. Good Morning,Greetings/51. Good Morning/MVI_0042.MOV,False
Society,18. Exercise,Society/18. Exercise/MVI_4322.MOV,False
Days_and_Time,84. Evening,Days_and_Time/84. Evening/MVI_5519.MOV,False
Means_of_Transportation,14. Bus,Means_of_Transportation/14. Bus/MVI_3220.MOV,False
Days_and_Time,81. Second,Days_and_Time/81. Second/MVI_9211.MP4,False
Society,4. Money,Society/4. Money/MVI_8938.MP4,False
Home,36. Soap,Home/36. Soap/MVI_9038.MP4,False
Electronics,56. Laptop,Electronics/56. Laptop/MVI_9108.MP4,False
Adjectives,90. cool,Adjectives/90. cool/MVI_5227.MOV,False
Colours,51. Brown,Colours/51. Brown/MVI_3731.MOV,False
Colours,51. Brown,Colours/51. Brown/MVI_5049.MOV,False
Clothes,39. Suit,Clothes/39. Suit/MVI_4871.MOV,False
Days_and_Time,77. Month,Days_and_Time/77. Month/MVI_5489.MOV,False
People,60. Mother,People/60. Mother/MVI_5226.MOV,False
Colours,56. Grey,Colours/56. Grey/MVI_4047.MOV,False
Means_of_Transportation,12. Truck,Means_of_Transportation/12. Truck/MVI_3178.MOV,False
Home,41. Letter,Home/41. Letter/MVI_4416.MOV,False
Society,10. Energy,Society/10. Energy/MVI_4288.MOV,False
Seasons,61. Summer,Seasons/61. Summer/MVI_4566.MOV,False
Colours,56. Grey,Colours/56. Grey/MVI_3748.MOV,False
Jobs,89. Waiter,Jobs/89. Waiter/MVI_5335.MOV,False
Adjectives,92. old,Adjectives/92. old/MVI_9343.MOV,False
Adjectives,39. famous,Adjectives/39. famous/MVI_9843.MOV,False
Adjectives,82. narrow,Adjectives/82. narrow/MVI_9230.MOV,False
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_9201.MP4,False
Places,29. Library,Places/29. Library/MVI_3478.MOV,False
Days_and_Time,70. Thursday,Days_and_Time/70. Thursday/MVI_5458.MOV,False
Adjectives,86. fast,Adjectives/86. fast/MVI_5133.MOV,False
Home,30. Bedroom,Home/30. Bedroom/MVI_4371.MOV,False
Greetings,54. Good night,Greetings/54. Good night/MVI_0056.MOV,False
People,79. Child,People/79. Child/MVI_3970.MOV,False
People,80. Adult,People/80. Adult/MVI_4995.MOV,False
People,74. Queen,People/74. Queen/MVI_4239.MOV,False
Society,21. Sign,Society/21. Sign/MVI_8739.MP4,False
People,66. Brother,People/66. Brother/MVI_4076.MOV,False
Home,25. Chair,Home/25. Chair/MVI_4348.MOV,False
Colours,49. Blue,Colours/49. Blue/MVI_3873.MOV,False
Home,42. Paper,Home/42. Paper/MVI_4420.MOV,False
Greetings,49. How are you,Greetings/49. How are you/MVI_9961.MOV,False
Places,31. Temple,Places/31. Temple/MVI_3487.MOV,False
Jobs,91. Priest,Jobs/91. Priest/MVI_4490.MOV,False
Jobs,85. Student,Jobs/85. Student/MVI_5316.MOV,False
Adjectives,97. dry,Adjectives/97. dry/MVI_9360.MOV,False
Places,30. Hospital,Places/30. Hospital/MVI_3561.MOV,False
Places,25. Office,Places/25. Office/MVI_3295.MOV,False
Society,23. God,Society/23. God/MVI_8749.MP4,False
Jobs,88. Patient,Jobs/88. Patient/MVI_4474.MOV,False
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3211.MOV,False
People,63. Baby,People/63. Baby/MVI_8628.MP4,False
Clothes,43. Pant,Clothes/43. Pant/MVI_8607.MP4,False
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_9203.MP4,False
Jobs,92. Police,Jobs/92. Police/MVI_8890.MP4,False
Seasons,63. Winter,Seasons/63. Winter/MVI_9131.MP4,False
Animals,3. Fish,Animals/3. Fish/MVI_4154.MOV,False
Jobs,87. Doctor,Jobs/87. Doctor/MVI_8876.MP4,False
Adjectives,7. Deaf,Adjectives/7. Deaf/MVI_9581.MOV,False
Adjectives,93. young,Adjectives/93. young/MVI_5236.MOV,False
Jobs,88. Patient,Jobs/88. Patient/MVI_8879.MP4,False
Society,12. Peace,Society/12. Peace/MVI_4296.MOV,False
Clothes,45. Pocket,Clothes/45. Pocket/MVI_4890.MOV,False
Pronouns,43. she,Pronouns/43. she/MVI_0075.MOV,False
Adjectives,24. low,Adjectives/24. low/MVI_9658.MOV,False
Days_and_Time,Second (Number),Adjectives/24. low/MVI_9658.MOV,False
Adjectives,5. Beautiful,Adjectives/5. Beautiful/MVI_9571.MOV,False
Home,36. Soap,Home/36. Soap/MVI_9040.MP4,False
Society,3. Medicine,Society/3. Medicine/MVI_8666.MP4,False
Adjectives,89. warm,Adjectives/89. warm/MVI_5303.MOV,False
Clothes,46. Clothing,Clothes/46. Clothing/MVI_4895.MOV,False
People,74. Queen,People/74. Queen/MVI_5125.MOV,False
Means_of_Transportation,12. Truck,Means_of_Transportation/12. Truck/MVI_3214.MOV,False
Electronics,53. Fan,Electronics/53. Fan/MVI_4966.MOV,False
Jobs,89. Waiter,Jobs/89. Waiter/MVI_5334.MOV,False
Clothes,45. Pocket,Clothes/45. Pocket/MVI_4011.MOV,False
Adjectives,93. young,Adjectives/93. young/MVI_9265.MOV,False
Seasons,63. Winter,Seasons/63. Winter/MVI_4997.MOV,False
Adjectives,88. cold,Adjectives/88. cold/MVI_5220.MOV,False
Society,9. Technology,Society/9. Technology/MVI_8689.MP4,False
Places,25. Office,Places/25. Office/MVI_3460.MOV,False
Adjectives,29. clean,Adjectives/29. clean/MVI_9807.MOV,False
Greetings,48. Hello,Greetings/48. Hello/MVI_9916.MOV,False
People,63. Baby,People/63. Baby/MVI_4066.MOV,False
Days_and_Time,83. Afternoon,Days_and_Time/83. Afternoon/MVI_5065.MOV,False
Places,30. Hospital,Places/30. Hospital/MVI_3318.MOV,False
Society,19. Ball,Society/19. Ball/MVI_8733.MP4,False
Days_and_Time,77. Month,Days_and_Time/77. Month/MVI_9173.MP4,False
Home,24. Table,Home/24. Table/MVI_9002.MP4,False
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_4883.MOV,False
Adjectives,29. clean,Adjectives/29. clean/MVI_9809.MOV,False
People,79. Child,People/79. Child/MVI_3822.MOV,False
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0058.MOV,False
Society,22. Science,Society/22. Science/MVI_8744.MP4,False
Days_and_Time,85. Night,Days_and_Time/85. Night/MVI_5076.MOV,False
People,72. Wife,People/72. Wife/MVI_3949.MOV,False
Colours,55. White,Colours/55. White/MVI_4042.MOV,False
Colours,48. Green,Colours/48. Green/MVI_4022.MOV,False
People,72. Wife,People/72. Wife/MVI_4965.MOV,False
Days_and_Time,74. Tomorrow,Days_and_Time/74. Tomorrow/MVI_9163.MP4,False
Places,30. Hospital,Places/30. Hospital/MVI_3397.MOV,False
People,79. Child,People/79. Child/MVI_3969.MOV,False
Electronics,57. Screen,Electronics/57. Screen/MVI_5403.MOV,False
People,78. Girl,People/78. Girl/MVI_4115.MOV,False
Adjectives,98. sick,Adjectives/98. sick/MVI_5331.MOV,False
Places,22. Restaurant,Places/22. Restaurant/MVI_3448.MOV,False
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_9908.MOV,False
Means_of_Transportation,10. Plane,Means_of_Transportation/10. Plane/MVI_8582.MP4,False
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_5393.MOV,False
Days_and_Time,66. Sunday,Days_and_Time/66. Sunday/MVI_5443.MOV,False
Society,23. God,Society/23. God/MVI_8996.MP4,False
Adjectives,93. young,Adjectives/93. young/MVI_9428.MOV,False
Society,23. God,Society/23. God/MVI_4341.MOV,False
Society,23. God,Society/23. God/MVI_4868.MOV,False
People,69. Grandfather,People/69. Grandfather/MVI_4084.MOV,False
Clothes,45. Pocket,Clothes/45. Pocket/MVI_5031.MOV,False
Colours,50. Yellow,Colours/50. Yellow/MVI_5193.MOV,False
Greetings,50. Alright,Greetings/50. Alright/MVI_9964.MOV,False
Greetings,54. Good night,Greetings/54. Good night/MVI_9983.MOV,False
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_4968.MOV,False
Days_and_Time,85. Night,Days_and_Time/85. Night/MVI_5073.MOV,False
Days_and_Time,70. Thursday,Days_and_Time/70. Thursday/MVI_9153.MP4,False
Adjectives,88. cold,Adjectives/88. cold/MVI_9333.MOV,False
People,59. Daughter,People/59. Daughter/MVI_5076.MOV,False
Places,34. Ground,Places/34. Ground/MVI_3499.MOV,False
Adjectives,93. young,Adjectives/93. young/MVI_9266.MOV,False
Colours,55. White,Colours/55. White/MVI_3745.MOV,False
Places,31. Temple,Places/31. Temple/MVI_3484.MOV,False
People,58. Son,People/58. Son/MVI_4932.MOV,False
Home,42. Paper,Home/42. Paper/MVI_9057.MP4,False
Adjectives,82. narrow,Adjectives/82. narrow/MVI_5201.MOV,False
Adjectives,78. long,Adjectives/78. long/MVI_9217.MOV,False
Clothes,39. Suit,Clothes/39. Suit/MVI_4873.MOV,False
Society,12. Peace,Society/12. Peace/MVI_8705.MP4,False
Adjectives,36. light,Adjectives/36. light/MVI_9835.MOV,False
Home,29. Door,Home/29. Door/MVI_8771.MP4,False
Adjectives,96. wet,Adjectives/96. wet/MVI_9275.MOV,False
Home,33. Pencil,Home/33. Pencil/MVI_4903.MOV,False
Animals,7. Horse,Animals/7. Horse/MVI_8574.MP4,False
People,75. President,People/75. President/MVI_3809.MOV,False
Adjectives,22. loose,Adjectives/22. loose/MVI_9777.MOV,False
Places,21. Train Station,Adjectives/22. loose/MVI_9777.MOV,False
Pronouns,40. I,Pronouns/40. I/MVI_9918.MOV,False
Greetings,54. Good night,Greetings/54. Good night/MVI_9944.MOV,False
Places,21. Train Station,Places/21. Train Station/MVI_3358.MOV,False
Places,21. Train Station,Places/21. Train Station/MVI_3604.MOV,False
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_3225.MOV,False
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_3240.MOV,False
Animals,5. Cow,Animals/5. Cow/MVI_3015.MOV,False
Adjectives,98. sick,Adjectives/98. sick/MVI_9529.MOV,False
Jobs,95. Author,Jobs/95. Author/MVI_4504.MOV,False
Adjectives,13. thick,Adjectives/13. thick/MVI_9606.MOV,False
Clothes,43. Pant,Clothes/43. Pant/MVI_4885.MOV,False
People,80. Adult,People/80. Adult/MVI_5297.MOV,False
Society,1. Religion,Society/1. Religion/MVI_4798.MOV,False
Society,5. Bill,Society/5. Bill/MVI_4268.MOV,False
Home,32. Bathroom,Home/32. Bathroom/MVI_4381.MOV,False
Home,49. Ring,Home/49. Ring/MVI_8859.MP4,False
Adjectives,91. new,Adjectives/91. new/MVI_5151.MOV,False
Places,23. Court,Places/23. Court/MVI_3286.MOV,False
Adjectives,15. expensive,Adjectives/15. expensive/MVI_9614.MOV,False
Society,11. War,Society/11. War/MVI_4291.MOV,False
Places,27. Park,Places/27. Park/MVI_3630.MOV,False
Adjectives,2. quiet,Adjectives/2. quiet/MVI_5262.MOV,False
Means_of_Transportation,14. Bus,Means_of_Transportation/14. Bus/MVI_3218.MOV,False
Society,18. Exercise,Society/18. Exercise/MVI_8979.MP4,False
Society,15. Newspaper,Society/15. Newspaper/MVI_8715.MP4,False
People,74. Queen,People/74. Queen/MVI_5123.MOV,False
Adjectives,87. hot,Adjectives/87. hot/MVI_9247.MOV,False
Home,34. Pen,Home/34. Pen/MVI_8791.MP4,False
People,69. Grandfather,People/69. Grandfather/MVI_8636.MP4,False
Clothes,37. Hat,Clothes/37. Hat/MVI_3836.MOV,False
Adjectives,98. sick,Adjectives/98. sick/MVI_9282.MOV,False
Society,7. Team,Society/7. Team/MVI_4277.MOV,False
People,68. Family,People/68. Family/MVI_4232.MOV,False
Jobs,86. Lawyer,Jobs/86. Lawyer/MVI_4752.MOV,False
Animals,5. Cow,Animals/5. Cow/MVI_4159.MOV,False
People,65. Woman,People/65. Woman/MVI_3925.MOV,False
Days_and_Time,76. Week,Days_and_Time/76. Week/MVI_9171.MP4,False
Places,20. Street or Road,Places/20. Street or Road/MVI_3356.MOV,False
Adjectives,81. wide,Adjectives/81. wide/MVI_5119.MOV,False
Greetings,52. Good afternoon,Greetings/52. Good afternoon/MVI_0101.MOV,False
Society,3. Medicine,Society/3. Medicine/MVI_4803.MOV,False
Adjectives,88. cold,Adjectives/88. cold/MVI_5298.MOV,False
Days_and_Time,77. Month,Days_and_Time/77. Month/MVI_4632.MOV,False
Places,31. Temple,Places/31. Temple/MVI_3319.MOV,False
Adjectives,82. narrow,Adjectives/82. narrow/MVI_9471.MOV,False
Days_and_Time,80. Minute,Days_and_Time/80. Minute/MVI_4643.MOV,False
Days_and_Time,74. Tomorrow,Days_and_Time/74. Tomorrow/MVI_4621.MOV,False
Home,49. Ring,Home/49. Ring/MVI_9086.MP4,False
Pronouns,44. it,Pronouns/44. it/MVI_9939.MOV,False
Jobs,91. Priest,Jobs/91. Priest/MVI_4486.MOV,False
Places,33. India,Places/33. India/MVI_3329.MOV,False
Home,34. Pen,Home/34. Pen/MVI_9032.MP4,False
People,61. Father,People/61. Father/MVI_5228.MOV,False
Places,32. Market,Places/32. Market/MVI_3572.MOV,False
People,63. Baby,People/63. Baby/MVI_5087.MOV,False
Greetings,53. Good evening,Greetings/53. Good evening/MVI_9977.MOV,False
Jobs,99. Job,Jobs/99. Job/MVI_8926.MP4,False
Days_and_Time,83. Afternoon,Days_and_Time/83. Afternoon/MVI_9191.MP4,False
People,79. Child,People/79. Child/MVI_4118.MOV,False
Seasons,61. Summer,Seasons/61. Summer/MVI_4990.MOV,False
People,81. Friend,People/81. Friend/MVI_5146.MOV,False
Society,9. Technology,Society/9. Technology/MVI_8952.MP4,False
Adjectives,18. curved,Adjectives/18. curved/MVI_9634.MOV,False
Days_and_Time,81. Second,Days_and_Time/81. Second/MVI_9185.MP4,False
Places,19. House,Places/19. House/MVI_3269.MOV,False
Home,34. Pen,Home/34. Pen/MVI_9034.MP4,False
Seasons,64. Fall,Seasons/64. Fall/MVI_9133.MP4,False
Home,26. Bed,Home/26. Bed/MVI_8761.MP4,False
People,68. Family,People/68. Family/MVI_3935.MOV,False
Adjectives,15. expensive,Adjectives/15. expensive/MVI_9616.MOV,False
Colours,51. Brown,Colours/51. Brown/MVI_4212.MOV,False
Society,19. Ball,Society/19. Ball/MVI_4326.MOV,False
Adjectives,3. happy,Adjectives/3. happy/MVI_9374.MOV,False
Adjectives,83. big large,Adjectives/83. big large/MVI_9395.MOV,False
Clothes,44. Shoes,Clothes/44. Shoes/MVI_5030.MOV,False
Pronouns,42. he,Pronouns/42. he/MVI_0007.MOV,False
People,61. Father,People/61. Father/MVI_4941.MOV,False
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9373.MOV,False
Adjectives,79. short,Adjectives/79. short/MVI_5271.MOV,False
Places,18. City,Places/18. City/MVI_3431.MOV,False
Places,29. Library,Places/29. Library/MVI_3556.MOV,False
Adjectives,79. short,Adjectives/79. short/MVI_5111.MOV,False
Electronics,56. Laptop,Electronics/56. Laptop/MVI_4973.MOV,False
Days_and_Time,69. Wednesday,Days_and_Time/69. Wednesday/MVI_4602.MOV,False
Home,44. Telephone,Home/44. Telephone/MVI_4938.MOV,False
Adjectives,14. thin,Adjectives/14. thin/MVI_9609.MOV,False
Society,22. Science,Society/22. Science/MVI_4339.MOV,False
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0007.MOV,False
Animals,5. Cow,Animals/5. Cow/MVI_3049.MOV,False
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9292.MOV,False
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_0024.MOV,False
Adjectives,95. bad,Adjectives/95. bad/MVI_5161.MOV,False
Jobs,98. Actor,Jobs/98. Actor/MVI_5371.MOV,False
People,80. Adult,People/80. Adult/MVI_4121.MOV,False
People,62. Parent,People/62. Parent/MVI_5083.MOV,False
Society,22. Science,Society/22. Science/MVI_8742.MP4,False
Electronics,52. Lamp,Electronics/52. Lamp/MVI_4531.MOV,False
Animals,6. Mouse,Animals/6. Mouse/MVI_4163.MOV,False
Pronouns,47. they,Pronouns/47. they/MVI_0026.MOV,False
Society,19. Ball,Society/19. Ball/MVI_4327.MOV,False
Society,11. War,Society/11. War/MVI_8959.MP4,False
Society,2. Death,Society/2. Death/MVI_4800.MOV,False
Home,24. Table,Home/24. Table/MVI_8750.MP4,False
Adjectives,83. big large,Adjectives/83. big large/MVI_9235.MOV,False
Electronics,51. Clock,Electronics/51. Clock/MVI_4526.MOV,False
Society,22. Science,Society/22. Science/MVI_8743.MP4,False
Colours,57. Colour,Colours/57. Colour/MVI_3898.MOV,False
Pronouns,44. it,Pronouns/44. it/MVI_0015.MOV,False
People,62. Parent,People/62. Parent/MVI_5233.MOV,False
Places,35. Bank,Places/35. Bank/MVI_3661.MOV,False
Society,8. Race (ethnicity),Society/8. Race (ethnicity)/MVI_8685.MP4,False
Places,27. Park,Society/8. Race (ethnicity)/MVI_8685.MP4,False
Society,20. Price,Society/20. Price/MVI_4328.MOV,False
Home,40. Paint,Home/40. Paint/MVI_8817.MP4,False
People,80. Adult,People/80. Adult/MVI_5141.MOV,False
Society,19. Ball,Society/19. Ball/MVI_8984.MP4,False
People,69. Grandfather,People/69. Grandfather/MVI_4085.MOV,False
Pronouns,41. you,Pronouns/41. you/MVI_0015.MOV,False
Society,5. Bill,Society/5. Bill/MVI_4269.MOV,False
Society,8. Race (ethnicity),Society/8. Race (ethnicity)/MVI_8950.MP4,False
Animals,6. Mouse,Animals/6. Mouse/MVI_8572.MP4,False
Adjectives,10. Mean,Adjectives/10. Mean/MVI_9592.MOV,False
People,83. Crowd,People/83. Crowd/MVI_5307.MOV,False
Society,23. God,Society/23. God/MVI_4342.MOV,False
People,82. Player,People/82. Player/MVI_4126.MOV,False
Adjectives,1. loud,Adjectives/1. loud/MVI_9448.MOV,True
Places,19. House,Places/19. House/MVI_3515.MOV,True
Adjectives,83. big large,Adjectives/83. big large/MVI_5204.MOV,True
Jobs,91. Priest,Jobs/91. Priest/MVI_5345.MOV,True
Places,23. Court,Places/23. Court/MVI_3612.MOV,True
Means_of_Transportation,16. train ticket,Means_of_Transportation/16. train ticket/MVI_8596.MP4,True
Places,23. Court,Places/23. Court/MVI_3531.MOV,True
Pronouns,44. it,Pronouns/44. it/MVI_0014.MOV,True
Places,19. House,Places/19. House/MVI_3436.MOV,True
Clothes,44. Shoes,Clothes/44. Shoes/MVI_3711.MOV,True
Animals,1. Dog,Animals/1. Dog/MVI_3060.MOV,True
Places,35. Bank,Animals/1. Dog/MVI_3060.MOV,True
Animals,1. Dog,Animals/1. Dog/MVI_3030.MOV,True
Greetings,55. Thank you,Greetings/55. Thank you/MVI_0111.MOV,True
Society,14. Election,Society/14. Election/MVI_4307.MOV,True
Animals,5. Cow,Animals/5. Cow/MVI_3047.MOV,True
Home,28. Window,Home/28. Window/MVI_8769.MP4,True
Adjectives,2. quiet,Adjectives/2. quiet/MVI_5338.MOV,True
Adjectives,97. dry,Adjectives/97. dry/MVI_5328.MOV,True
Adjectives,78. long,Adjectives/78. long/MVI_5186.MOV,True
Greetings,48. Hello,Greetings/48. Hello/MVI_0090.MOV,True
Adjectives,97. dry,Adjectives/97. dry/MVI_9523.MOV,True
Greetings,48. Hello,Greetings/48. Hello/MVI_9983.MOV,True
Animals,5. Cow,Animals/5. Cow/MVI_2992.MOV,True
Animals,4. Bird,Animals/4. Bird/MVI_4155.MOV,True
Places,23. Court,Places/23. Court/MVI_3610.MOV,True
Adjectives,83. big large,Adjectives/83. big large/MVI_9317.MOV,True
Places,35. Bank,Places/35. Bank/MVI_3502.MOV,True
Clothes,37. Hat,Clothes/37. Hat/MVI_3985.MOV,True
Colours,54. Black,Colours/54. Black/MVI_5206.MOV,True
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9452.MOV,True
Adjectives,79. short,Adjectives/79. short/MVI_9380.MOV,True
Places,35. Bank,Places/35. Bank/MVI_3337.MOV,True
Animals,5. Cow,Animals/5. Cow/MVI_2990.MOV,True
Colours,55. White,Colours/55. White/MVI_3891.MOV,True
Adjectives,79. short,Adjectives/79. short/MVI_5270.MOV,True
Places,35. Bank,Places/35. Bank/MVI_3583.MOV,True
Electronics,53. Fan,Electronics/53. Fan/MVI_9099.MP4,True
Places,19. House,Places/19. House/MVI_3268.MOV,True
Adjectives,91. new,Adjectives/91. new/MVI_9502.MOV,True
Places,28. Store or Shop,Places/28. Store or Shop/MVI_3308.MOV,True
Days_and_Time,67. Monday,Days_and_Time/67. Monday/MVI_5449.MOV,True
Colours,54. Black,Colours/54. Black/MVI_4040.MOV,True
Places,19. House,Places/19. House/MVI_3349.MOV,True
Animals,4. Bird,Places/19. House/MVI_3349.MOV,True
Society,2. Death,Society/2. Death/MVI_4257.MOV,True
Electronics,53. Fan,Electronics/53. Fan/MVI_4534.MOV,True
Greetings,48. Hello,Greetings/48. Hello/MVI_0038.MOV,True
Adjectives,2. quiet,Adjectives/2. quiet/MVI_9371.MOV,True
Places,23. Court,Places/23. Court/MVI_3452.MOV,True
Electronics,54. Cell phone,Electronics/54. Cell phone/MVI_4540.MOV,True
Animals,4. Bird,Animals/4. Bird/MVI_8568.MP4,True
Pronouns,46. you (plural),Pronouns/46. you (plural)/MVI_0083.MOV,True
Clothes,42. T-Shirt,Clothes/42. T-Shirt/MVI_4003.MOV,True
Days_and_Time,67. Monday,Days_and_Time/67. Monday/MVI_4594.MOV,True
People,78. Girl,People/78. Girl/MVI_4243.MOV,True
People,61. Father,People/61. Father/MVI_4940.MOV,True
Adjectives,79. short,Adjectives/79. short/MVI_9382.MOV,True
Colours,47. Red,Colours/47. Red/MVI_3720.MOV,True
Adjectives,91. new,Adjectives/91. new/MVI_9421.MOV,True
Animals,4. Bird,Animals/4. Bird/MVI_3013.MOV,True
Adjectives,87. hot,Adjectives/87. hot/MVI_5136.MOV,True
Adjectives,2. quiet,Adjectives/2. quiet/MVI_5339.MOV,True
Seasons,64. Fall,Seasons/64. Fall/MVI_4580.MOV,True
Places,23. Court,Places/23. Court/MVI_3366.MOV,True
Seasons,64. Fall,Seasons/64. Fall/MVI_5436.MOV,True
Pronouns,40. I,Pronouns/40. I/MVI_0066.MOV,True
Days_and_Time,86. Time,Days_and_Time/86. Time/MVI_5524.MOV,True
Means_of_Transportation,11. Car,Means_of_Transportation/11. Car/MVI_4177.MOV,True
Places,19. House,Places/19. House/MVI_3350.MOV,True
Electronics,53. Fan,Electronics/53. Fan/MVI_4533.MOV,True
Colours,47. Red,Colours/47. Red/MVI_4019.MOV,True
Animals,4. Bird,Animals/4. Bird/MVI_2987.MOV,True
Colours,55. White,Colours/55. White/MVI_5062.MOV,True
Places,23. Court,Colours/55. White/MVI_5062.MOV,True
